titulo,empresa,pais,fecha_captura,descripcion,modalidad,tipo_horario,fecha_publicacion,grupo,es_ti,nivel_seniority,es_remoto,largo_descripcion,categoria_horario_modalidad
consultor de recursos humanos en terreno / con experiencia en consultoras,consultor de recursos humanos en terreno / con experiencia en consultoras,chile,2026-05-02 04:12:23,"Se precisa Urgente Empleo destacado Consultor de Recursos Humanos en Terreno / Con Experiencia en Consultoras 3,9 Grupo Tawa Santiago - Providencia, R...",remoto,full time,Hace 3 horas,Lizette-Sanmartin,False,No especificado,True,153,Remoto FT
consultor de ventas automotriz - la serena,empresa confidencial,chile,2026-05-02 03:57:46,"Hace 2 días Consultor de Ventas Automotriz - La Serena Empresa Confidencial La Serena, Coquimbo ...Consultor de Ventas para la...",presencial,no especificado,Hace 2 días,denisBaez,False,No especificado,False,129,Otro
consultor de ventas automotriz (la serena),people go,chile,2026-03-01 19:53:27,Consultor de ventas automotriz (La Serena) La Serena People Go Open job preview for: Consultor de automotriz (La Serena) - La Serena...,presencial,full time,,giannella-rieu,False,No especificado,False,135,Presencial FT
consultor/a experto minería ep043,j.e.j. ingeniería s.a,chile,2026-05-02 04:02:18,"Hace 9 días Consultor/a Experto Minería EP043 J.E.J. Ingeniería S.A Santiago, Metropolitana de Santiago En J.E.J. Ingeniería nos encontramos...",presencial,no especificado,Hace 9 días,denisBaez,False,No especificado,False,143,Otro
consultor/a de gestión del cambio. proyecto,consultor/a de gestión del cambio. proyecto,chile,2026-05-02 04:12:28,"Se precisa Urgente Empleo destacado Consultor/a de Gestión del Cambio. Proyecto Vista Burô Temps Santiago - Las condes, R.Metropolitana Hace 3 horas...",presencial,full time,Hace 3 horas,Lizette-Sanmartin,False,No especificado,False,151,Presencial FT
consultores comerciales freelance en todo chile,"bdt consultores ltda, santiago",chile,2026-05-02 03:44:34,¿eres un experto en identificar oportunidades de negocio y conectar con potenciales clientes… Ver más,presencial,full time,Reciente,Benjamin-Ramirez,False,No especificado,False,101,Presencial FT
contador (a) auditor,sogal spa,chile,2026-03-01 19:50:02,Contador (a) Auditor Viña Del Mar Sogal SpA Open job preview for: Contador (a) Auditor - Viña Del Mar...,presencial,full time,,giannella-rieu,False,No especificado,False,104,Presencial FT
contador asistente,empresa confidencial,chile,2026-05-02 04:01:03,"Hace 16 días Contador Asistente Empresa Confidencial Las Condes, Metropolitana de Santiago ...seguros busca Contador(a) Auditor(a)...",presencial,no especificado,Hace 16 días,denisBaez,False,No especificado,False,133,Otro
contador auditor senior,flow up,chile,2026-05-02 04:01:03,"Hace 5 días Contador Auditor Senior Flow Up Las Condes, Metropolitana de Santiago ...Contador Senior /...",presencial,no especificado,Hace 5 días,denisBaez,False,Senior,False,105,Otro
contador auditor o general,olivares & asociados,chile,2026-05-02 04:01:02,"Hace 27 días Contador Auditor o General Olivares & Asociados Antofagasta, Antofagasta ...busca contador/a para gestión... Destacada",presencial,no especificado,Hace 27 días,denisBaez,False,No especificado,False,131,Otro
contador auditor – área tributaria empresa…,"grupo rh, santiago",chile,2026-05-02 03:46:59,"Para importante industria de bebidas y alimentos con presencia nacional, buscamos contador auditor… Ver más",presencial,full time,Reciente,Benjamin-Ramirez,False,No especificado,False,107,Presencial FT
contador auditor,"bsch, santiago",chile,2026-05-02 03:43:29,Contador auditor – gestión integral administrativa buscamos un(a) contador(a) auditor(a) con sólida experiencia… Ver más,presencial,full time,Reciente,Benjamin-Ramirez,False,No especificado,False,120,Presencial FT
contador auditor,panadería camila,chile,2026-05-02 04:01:03,"Hace 16 días Contador Auditor Panadería Camila Pudahuel, Metropolitana de Santiago Empresa del rubro alimentos se encuentra...",presencial,no especificado,Hace 16 días,denisBaez,False,No especificado,False,126,Otro
contador general - vitacura,randstad chile s.a.,chile,2026-05-02 04:01:03,"Hace 18 días Contador General - Vitacura RANDSTAD CHILE S.A. Vitacura, Metropolitana de Santiago ...búsqueda de un Contador Senior para un...",presencial,no especificado,Hace 18 días,denisBaez,False,No especificado,False,141,Otro
contador general o financiero – santiago…,"sart seguridad., santiago",chile,2026-05-02 03:47:00,Contador financiero descripción del cargo importante empresa se encuentra en la búsqueda de… Ver más,presencial,full time,Reciente,Benjamin-Ramirez,False,No especificado,False,100,Presencial FT
contador general,empresa confidencial,chile,2026-05-02 04:01:02,"Hace 54 días Contador General Empresa Confidencial Ovalle, Coquimbo ...equipo a una Contadora General,...",presencial,no especificado,Hace 54 días,denisBaez,False,No especificado,False,105,Otro
contador general,randstad chile s.a.,chile,2026-05-02 04:01:03,"Hace 12 días Contador General RANDSTAD CHILE S.A. Providencia, Metropolitana de Santiago ...a un/a Contador General con...",presencial,no especificado,Hace 12 días,denisBaez,False,No especificado,False,122,Otro
contador público,no especificada,peru,2026-05-02 04:22:38,No disponible en listado,remoto,full time,Apr 01,diegoCastillo,False,No especificado,True,24,Remoto FT
contador cartera clientes,pryor consulting chile sa,chile,2026-05-02 04:01:02,"Hace 5 días Contador cartera Clientes Pryor Consulting Chile SA Las Condes, Metropolitana de Santiago ...Se requiere de contador, para hacerse... Destacada",presencial,no especificado,Hace 5 días,denisBaez,False,No especificado,False,155,Otro
contador para controller - sector industrial iquique,hrgrowin,chile,2026-05-02 04:01:03,"Hace 5 días Contador para Controller - Sector Industrial Iquique HRGROWIN Iquique, Tarapacá ...Si eres un/a Contador/a General o...",presencial,no especificado,Hace 5 días,denisBaez,False,No especificado,False,131,Otro
contador/auditor líder en administración hotelera,profile consulting,chile,2026-03-01 03:55:22,Contador/Auditor Líder en Administración Hotelera Arica Profile Consulting Open job preview for: Contador/Auditor Líder en Hotelera - Arica...,presencial,full time,,giannella-rieu,False,No especificado,False,142,Presencial FT
contador/a general - pedro aguirre cerda,"support consulting, santiago",chile,2026-05-02 03:47:04,Empresa con más de 15 años en el mercado busca incorporar un/a contador/a… Ver más,presencial,full time,Reciente,Benjamin-Ramirez,False,No especificado,False,82,Presencial FT
contador,f j c auditores asociados,chile,2026-03-01 03:54:15,Contador Providencia F J C Auditores Asociados Open job preview for: Contador - Providencia...,presencial,full time,,giannella-rieu,False,No especificado,False,94,Presencial FT
contador,la previa criolla,chile,2026-03-01 19:50:16,Contador Santiago La previa Criolla Open job preview for: Contador - Santiago...,presencial,full time,,giannella-rieu,False,No especificado,False,80,Presencial FT
content strategist (creative & brand) dtc,no especificada,remote,2026-05-02 04:20:43,No disponible en listado,remoto,full time,feb 11,diegoCastillo,False,No especificado,True,24,Remoto FT
contralor estratégico: control interno y finanzas,tigo venezuela,chile,2026-03-01 19:47:25,Contralor Estratégico: Control Interno y Finanzas La Serena Tigo Venezuela Open job preview for: Contralor Estratégico: Control Interno y Finanzas - L...,presencial,full time,,giannella-rieu,False,Junior,False,153,Presencial FT
control documental – servicio de administración y operación bodega minería,control documental – servicio de administración y operación bodega minería,chile,2026-05-02 04:11:48,"Control Documental – Servicio de Administración y Operación Bodega Minería Importante empresa del sector Diego de Almagro, Atacama Hace 7 días...",presencial,full time,Hace 7 días,Lizette-Sanmartin,False,No especificado,False,145,Presencial FT
control ventas (la serena),newrest chile,chile,2026-03-01 19:53:39,Control Ventas (La Serena) La Serena Newrest Chile Open job preview for: Control (La Serena) - La Serena...,presencial,full time,,giannella-rieu,False,No especificado,False,107,Presencial FT
controlador de ventas (la serena),newrest chile,chile,2026-03-01 19:41:23,Controlador de Ventas (La Serena) La Serena Newrest Chile Open job preview for: Controlador de Ventas (La Serena) - La Serena...,presencial,full time,,giannella-rieu,False,No especificado,False,128,Presencial FT
controlador de ventas y créditos - contrato,newrest chile,chile,2026-03-01 19:41:21,Controlador de Ventas y Créditos - Contrato La Serena Newrest Chile Open job preview for: Controlador de Ventas y Créditos - Contrato - La Serena...,presencial,full time,,giannella-rieu,False,No especificado,False,148,Presencial FT
controller banco wholesale,empresa destacada,chile,2026-03-01 04:08:47,Oferta para el area de banca,híbrido,full time,Reciente,Nicolas-Jorgensen,False,No especificado,False,28,Otro
controller financiero con conocimientos contables,nosotros,chile,2026-03-01 03:53:01,Controller Financiero con Conocimientos Contables Concón Nosotros Open job preview for: Controller Financiero con Conocimientos Contables - Concón...,presencial,full time,,giannella-rieu,False,No especificado,False,149,Presencial FT
controller ti,no especificada,hybrid,2026-05-02 04:22:26,No disponible en listado,híbrido,full time,Apr 15,diegoCastillo,False,No especificado,False,24,Otro
conversion rate analyst,no especificada,remote,2026-05-02 04:20:50,No disponible en listado,remoto,full time,Feb 22,diegoCastillo,False,No especificado,True,24,Remoto FT
coordinacion de proyectos,"servicios de ingeniería y.., santiago",chile,2026-05-02 03:43:01,"Empresa de ingeniería especializada en redes, tecnologías de la información y ciberseguridad, con… Ver más",presencial,full time,Reciente,Benjamin-Ramirez,False,No especificado,False,106,Presencial FT
"coordinador (a) de compensaciones, administración, nómina y bienestar",pinturas tricolor,chile,2026-03-01 03:55:39,"Coordinador (a) de Compensaciones, Administración, Nómina y Bienestar Santiago Pinturas Tricolor Open job preview for: Coordinador (a) de Compensacion...",presencial,full time,,giannella-rieu,False,Senior,False,153,Presencial FT
coordinador analista para la unidad de finanzas y contabilidad,empresa destacada,chile,2026-03-01 04:05:59,Oferta para el area de contabilidad,presencial,full time,Reciente,Nicolas-Jorgensen,False,Senior,False,35,Presencial FT
coordinador bim - proyectos mineros - rm,flesan minería,chile,2026-05-02 04:02:17,"Hace 2 días Coordinador BIM - Proyectos Mineros - RM Flesan Minería Las Condes, Metropolitana de Santiago En Flesan Minería nos encontramos en...",presencial,no especificado,Hace 2 días,denisBaez,False,Senior,False,145,Otro
coordinador bi,coordinador bi,chile,2026-05-02 04:10:27,"Coordinador BI 4,2 ECRGROUP®️ Santiago - Ñuñoa, R.Metropolitana $ 1.000.000,00 (Mensual) Hace 5 horas...",presencial,full time,Hace 5 horas,Lizette-Sanmartin,False,Senior,False,104,Presencial FT
coordinador ejecutivos seguros,empresa destacada,chile,2026-03-01 04:08:39,Oferta para el area de seguros,presencial,full time,Reciente,Nicolas-Jorgensen,True,Senior,False,30,Presencial FT
coordinador general (la serena),tuv rheinland chile s a,chile,2026-03-01 19:48:21,Coordinador General (La Serena) La Serena TUV RHEINLAND CHILE S A Open job preview for: Coordinador General (La Serena) - La Serena...,presencial,full time,,giannella-rieu,False,Senior,False,134,Presencial FT
coordinador general - iv y v región (la serena),tuv rheinland chile s a,chile,2026-03-01 19:48:22,Coordinador General - Iv y V Región (La Serena) La Serena TUV RHEINLAND CHILE S A Open job preview for: Coordinador General - Iv y V Región (La Serena...,presencial,full time,,giannella-rieu,False,Senior,False,153,Presencial FT
coordinador logística,empresa destacada,chile,2026-03-01 04:06:07,Oferta para el area de logistica,presencial,full time,Reciente,Nicolas-Jorgensen,False,Senior,False,32,Presencial FT
coordinador regional de cobertura proyecto verano 2025,oficinas regionales,chile,2026-03-01 19:47:25,Coordinador Regional de Cobertura Proyecto Verano 2025 La Serena Oficinas Regionales Open job preview for: Coordinador Regional de Cobertura Proyecto ...,presencial,full time,,giannella-rieu,False,Senior,False,153,Presencial FT
coordinador de administración comercial (santiago),metecno,chile,2026-03-01 19:52:12,Coordinador de Administración Comercial (Santiago) Santiago Metecno Open job preview for: Coordinador de Comercial (Santiago) - Santiago...,presencial,full time,,giannella-rieu,False,Senior,False,139,Presencial FT
coordinador de administración,importante empresa,chile,2026-03-01 19:51:16,Coordinador de Administración Santiago Importante empresa Open job preview for: Coordinador de - Santiago...,presencial,full time,,giannella-rieu,False,Senior,False,108,Presencial FT
coordinador de construcción / control de documentos,"concepción, biobío",chile,2026-05-02 04:00:48,"Hace 2 días Coordinador de Construcción / Control de Documentos PYA Concepción, Biobío Objetivo del cargo Coordinar las actividades...",presencial,no especificado,Hace 2 días,denisBaez,False,Senior,False,134,Otro
coordinador de contrato administrativo ( seguridad),"growing, santiago",chile,2026-05-02 03:43:30,Importante empresa del rubro de seguridad privada requiere un(a) coordinador(a) de contrato para… Ver más,presencial,full time,Reciente,Benjamin-Ramirez,True,Senior,False,105,Presencial FT
coordinador de finanzas regional,"labora, santiago",chile,2026-05-02 03:47:27,"Objetivo del cargo: encargado de elaborar, hacer seguimiento, controlar y corregir planes de… Ver más",presencial,full time,Reciente,Benjamin-Ramirez,False,Senior,False,101,Presencial FT
coordinador de mesa de ayuda ti,confidencial,chile,02/05/2026,No disponible en listado,híbrido,jornada completa,02/05/2026,sofiaUrquieta,False,Senior,False,24,Otro
coordinador de operaciones y logística,"dalmata, santiago",chile,2026-05-02 03:45:32,¡buscamos a nuestro próximo coordinador de operaciones y logística! en dalmata no solo… Ver más,presencial,full time,Reciente,Benjamin-Ramirez,False,Senior,False,95,Presencial FT
